frame.time_epoch	frame.len	eth.src	eth.dst	ip.src	ip.dst	tcp.srcport	tcp.dstport	udp.srcport	udp.dstport	icmp.type	icmp.code	arp.opcode	arp.src.hw_mac	arp.src.proto_ipv4	arp.dst.hw_mac	arp.dst.proto_ipv4	ipv6.src	ipv6.dst
1642954628.588885000	1494	8c:3b:ad:ea:3d:5d	08:6a:c5:56:d1:64	13.225.100.153	192.168.1.102	443	2603											
1642954628.588885000	1494	8c:3b:ad:ea:3d:5d	08:6a:c5:56:d1:64	13.225.100.153	192.168.1.102	443	2603											
1642954628.588885000	1494	8c:3b:ad:ea:3d:5d	08:6a:c5:56:d1:64	13.225.100.153	192.168.1.102	443	2603											
1642954628.588885000	1494	8c:3b:ad:ea:3d:5d	08:6a:c5:56:d1:64	13.225.100.153	192.168.1.102	443	2603											
1642954628.588885000	1494	8c:3b:ad:ea:3d:5d	08:6a:c5:56:d1:64	13.225.100.153	192.168.1.102	443	2603											
1642954628.588885000	1494	8c:3b:ad:ea:3d:5d	08:6a:c5:56:d1:64	13.225.100.153	192.168.1.102	443	2603											
1642954628.588885000	1494	8c:3b:ad:ea:3d:5d	08:6a:c5:56:d1:64	13.225.100.153	192.168.1.102	443	2603											
1642954628.588885000	1494	8c:3b:ad:ea:3d:5d	08:6a:c5:56:d1:64	13.225.100.153	192.168.1.102	443	2603											
1642954628.588885000	1494	8c:3b:ad:ea:3d:5d	08:6a:c5:56:d1:64	13.225.100.153	192.168.1.102	443	2603											
1642954628.588885000	1494	8c:3b:ad:ea:3d:5d	08:6a:c5:56:d1:64	13.225.100.153	192.168.1.102	443	2603											
1642954628.588885000	1494	8c:3b:ad:ea:3d:5d	08:6a:c5:56:d1:64	13.225.100.153	192.168.1.102	443	2603											
1642954628.588885000	1494	8c:3b:ad:ea:3d:5d	08:6a:c5:56:d1:64	13.225.100.153	192.168.1.102	443	2603											
1642954628.588885000	1494	8c:3b:ad:ea:3d:5d	08:6a:c5:56:d1:64	13.225.100.153	192.168.1.102	443	2603											
1642954628.588885000	1494	8c:3b:ad:ea:3d:5d	08:6a:c5:56:d1:64	13.225.100.153	192.168.1.102	443	2603											
1642954628.588885000	1494	8c:3b:ad:ea:3d:5d	08:6a:c5:56:d1:64	13.225.100.153	192.168.1.102	443	2603											
1642954628.588885000	1494	8c:3b:ad:ea:3d:5d	08:6a:c5:56:d1:64	13.225.100.153	192.168.1.102	443	2603											
1642954628.589045000	54	08:6a:c5:56:d1:64	8c:3b:ad:ea:3d:5d	192.168.1.102	13.225.100.153	2603	443											
1642954628.589108000	1494	8c:3b:ad:ea:3d:5d	08:6a:c5:56:d1:64	13.225.100.153	192.168.1.102	443	2603											
1642954628.589108000	1494	8c:3b:ad:ea:3d:5d	08:6a:c5:56:d1:64	13.225.100.153	192.168.1.102	443	2603											
1642954628.589108000	1494	8c:3b:ad:ea:3d:5d	08:6a:c5:56:d1:64	13.225.100.153	192.168.1.102	443	2603											
1642954628.589108000	1494	8c:3b:ad:ea:3d:5d	08:6a:c5:56:d1:64	13.225.100.153	192.168.1.102	443	2603											
1642954628.589108000	1494	8c:3b:ad:ea:3d:5d	08:6a:c5:56:d1:64	13.225.100.153	192.168.1.102	443	2603											
1642954628.589108000	1494	8c:3b:ad:ea:3d:5d	08:6a:c5:56:d1:64	13.225.100.153	192.168.1.102	443	2603											
1642954628.589108000	1494	8c:3b:ad:ea:3d:5d	08:6a:c5:56:d1:64	13.225.100.153	192.168.1.102	443	2603											
1642954628.589108000	1494	8c:3b:ad:ea:3d:5d	08:6a:c5:56:d1:64	13.225.100.153	192.168.1.102	443	2603											
1642954628.589108000	1494	8c:3b:ad:ea:3d:5d	08:6a:c5:56:d1:64	13.225.100.153	192.168.1.102	443	2603											
1642954628.589108000	1494	8c:3b:ad:ea:3d:5d	08:6a:c5:56:d1:64	13.225.100.153	192.168.1.102	443	2603											
1642954628.589108000	1494	8c:3b:ad:ea:3d:5d	08:6a:c5:56:d1:64	13.225.100.153	192.168.1.102	443	2603											
1642954628.589108000	1494	8c:3b:ad:ea:3d:5d	08:6a:c5:56:d1:64	13.225.100.153	192.168.1.102	443	2603											
1642954628.589108000	1494	8c:3b:ad:ea:3d:5d	08:6a:c5:56:d1:64	13.225.100.153	192.168.1.102	443	2603											
1642954628.589108000	1494	8c:3b:ad:ea:3d:5d	08:6a:c5:56:d1:64	13.225.100.153	192.168.1.102	443	2603											
1642954628.589108000	1494	8c:3b:ad:ea:3d:5d	08:6a:c5:56:d1:64	13.225.100.153	192.168.1.102	443	2603											
1642954628.589108000	1494	8c:3b:ad:ea:3d:5d	08:6a:c5:56:d1:64	13.225.100.153	192.168.1.102	443	2603											
1642954628.589108000	1494	8c:3b:ad:ea:3d:5d	08:6a:c5:56:d1:64	13.225.100.153	192.168.1.102	443	2603											
1642954628.589108000	1494	8c:3b:ad:ea:3d:5d	08:6a:c5:56:d1:64	13.225.100.153	192.168.1.102	443	2603											
1642954628.589108000	1494	8c:3b:ad:ea:3d:5d	08:6a:c5:56:d1:64	13.225.100.153	192.168.1.102	443	2603											
1642954628.589108000	1494	8c:3b:ad:ea:3d:5d	08:6a:c5:56:d1:64	13.225.100.153	192.168.1.102	443	2603											
1642954628.589108000	1494	8c:3b:ad:ea:3d:5d	08:6a:c5:56:d1:64	13.225.100.153	192.168.1.102	443	2603											
1642954628.589108000	1494	8c:3b:ad:ea:3d:5d	08:6a:c5:56:d1:64	13.225.100.153	192.168.1.102	443	2603											
1642954628.589108000	1494	8c:3b:ad:ea:3d:5d	08:6a:c5:56:d1:64	13.225.100.153	192.168.1.102	443	2603											
1642954628.589108000	1494	8c:3b:ad:ea:3d:5d	08:6a:c5:56:d1:64	13.225.100.153	192.168.1.102	443	2603											
1642954628.589108000	1494	8c:3b:ad:ea:3d:5d	08:6a:c5:56:d1:64	13.225.100.153	192.168.1.102	443	2603											
1642954628.589108000	1494	8c:3b:ad:ea:3d:5d	08:6a:c5:56:d1:64	13.225.100.153	192.168.1.102	443	2603											
1642954628.589108000	1494	8c:3b:ad:ea:3d:5d	08:6a:c5:56:d1:64	13.225.100.153	192.168.1.102	443	2603											
1642954628.589108000	1494	8c:3b:ad:ea:3d:5d	08:6a:c5:56:d1:64	13.225.100.153	192.168.1.102	443	2603											
1642954628.589108000	1494	8c:3b:ad:ea:3d:5d	08:6a:c5:56:d1:64	13.225.100.153	192.168.1.102	443	2603											
1642954628.589108000	1494	8c:3b:ad:ea:3d:5d	08:6a:c5:56:d1:64	13.225.100.153	192.168.1.102	443	2603											
1642954628.589108000	1494	8c:3b:ad:ea:3d:5d	08:6a:c5:56:d1:64	13.225.100.153	192.168.1.102	443	2603											
1642954628.589108000	1494	8c:3b:ad:ea:3d:5d	08:6a:c5:56:d1:64	13.225.100.153	192.168.1.102	443	2603											
1642954628.589294000	54	08:6a:c5:56:d1:64	8c:3b:ad:ea:3d:5d	192.168.1.102	13.225.100.153	2603	443											
1642954628.590323000	1494	8c:3b:ad:ea:3d:5d	08:6a:c5:56:d1:64	13.225.100.153	192.168.1.102	443	2603											
1642954628.590323000	1494	8c:3b:ad:ea:3d:5d	08:6a:c5:56:d1:64	13.225.100.153	192.168.1.102	443	2603											
1642954628.590323000	1494	8c:3b:ad:ea:3d:5d	08:6a:c5:56:d1:64	13.225.100.153	192.168.1.102	443	2603											
1642954628.590323000	1494	8c:3b:ad:ea:3d:5d	08:6a:c5:56:d1:64	13.225.100.153	192.168.1.102	443	2603											
1642954628.590323000	1494	8c:3b:ad:ea:3d:5d	08:6a:c5:56:d1:64	13.225.100.153	192.168.1.102	443	2603											
1642954628.590323000	1494	8c:3b:ad:ea:3d:5d	08:6a:c5:56:d1:64	13.225.100.153	192.168.1.102	443	2603											
1642954628.590323000	1494	8c:3b:ad:ea:3d:5d	08:6a:c5:56:d1:64	13.225.100.153	192.168.1.102	443	2603											
1642954628.590323000	1494	8c:3b:ad:ea:3d:5d	08:6a:c5:56:d1:64	13.225.100.153	192.168.1.102	443	2603											
1642954628.590323000	1494	8c:3b:ad:ea:3d:5d	08:6a:c5:56:d1:64	13.225.100.153	192.168.1.102	443	2603											
1642954628.590323000	1494	8c:3b:ad:ea:3d:5d	08:6a:c5:56:d1:64	13.225.100.153	192.168.1.102	443	2603											
1642954628.590323000	1494	8c:3b:ad:ea:3d:5d	08:6a:c5:56:d1:64	13.225.100.153	192.168.1.102	443	2603											
1642954628.590323000	1494	8c:3b:ad:ea:3d:5d	08:6a:c5:56:d1:64	13.225.100.153	192.168.1.102	443	2603											
1642954628.590323000	1494	8c:3b:ad:ea:3d:5d	08:6a:c5:56:d1:64	13.225.100.153	192.168.1.102	443	2603											
1642954628.590323000	1494	8c:3b:ad:ea:3d:5d	08:6a:c5:56:d1:64	13.225.100.153	192.168.1.102	443	2603											
1642954628.590323000	1494	8c:3b:ad:ea:3d:5d	08:6a:c5:56:d1:64	13.225.100.153	192.168.1.102	443	2603											
1642954628.590323000	1494	8c:3b:ad:ea:3d:5d	08:6a:c5:56:d1:64	13.225.100.153	192.168.1.102	443	2603											
1642954628.590323000	1494	8c:3b:ad:ea:3d:5d	08:6a:c5:56:d1:64	13.225.100.153	192.168.1.102	443	2603											
1642954628.590323000	1494	8c:3b:ad:ea:3d:5d	08:6a:c5:56:d1:64	13.225.100.153	192.168.1.102	443	2603											
1642954628.590323000	1494	8c:3b:ad:ea:3d:5d	08:6a:c5:56:d1:64	13.225.100.153	192.168.1.102	443	2603											
1642954628.590323000	1494	8c:3b:ad:ea:3d:5d	08:6a:c5:56:d1:64	13.225.100.153	192.168.1.102	443	2603											
1642954628.590323000	1494	8c:3b:ad:ea:3d:5d	08:6a:c5:56:d1:64	13.225.100.153	192.168.1.102	443	2603											
1642954628.590323000	1494	8c:3b:ad:ea:3d:5d	08:6a:c5:56:d1:64	13.225.100.153	192.168.1.102	443	2603											
1642954628.590323000	1494	8c:3b:ad:ea:3d:5d	08:6a:c5:56:d1:64	13.225.100.153	192.168.1.102	443	2603											
1642954628.590323000	1494	8c:3b:ad:ea:3d:5d	08:6a:c5:56:d1:64	13.225.100.153	192.168.1.102	443	2603											
1642954628.590323000	1494	8c:3b:ad:ea:3d:5d	08:6a:c5:56:d1:64	13.225.100.153	192.168.1.102	443	2603											
1642954628.590323000	1494	8c:3b:ad:ea:3d:5d	08:6a:c5:56:d1:64	13.225.100.153	192.168.1.102	443	2603											
1642954628.590323000	1494	8c:3b:ad:ea:3d:5d	08:6a:c5:56:d1:64	13.225.100.153	192.168.1.102	443	2603											
1642954628.590323000	1494	8c:3b:ad:ea:3d:5d	08:6a:c5:56:d1:64	13.225.100.153	192.168.1.102	443	2603											
1642954628.590323000	1494	8c:3b:ad:ea:3d:5d	08:6a:c5:56:d1:64	13.225.100.153	192.168.1.102	443	2603											
1642954628.590323000	1494	8c:3b:ad:ea:3d:5d	08:6a:c5:56:d1:64	13.225.100.153	192.168.1.102	443	2603											
1642954628.590323000	1494	8c:3b:ad:ea:3d:5d	08:6a:c5:56:d1:64	13.225.100.153	192.168.1.102	443	2603											
1642954628.590323000	1494	8c:3b:ad:ea:3d:5d	08:6a:c5:56:d1:64	13.225.100.153	192.168.1.102	443	2603											
1642954628.590484000	54	08:6a:c5:56:d1:64	8c:3b:ad:ea:3d:5d	192.168.1.102	13.225.100.153	2603	443											
1642954628.590539000	1494	8c:3b:ad:ea:3d:5d	08:6a:c5:56:d1:64	13.225.100.153	192.168.1.102	443	2603											
1642954628.590539000	1494	8c:3b:ad:ea:3d:5d	08:6a:c5:56:d1:64	13.225.100.153	192.168.1.102	443	2603											
1642954628.590539000	1494	8c:3b:ad:ea:3d:5d	08:6a:c5:56:d1:64	13.225.100.153	192.168.1.102	443	2603											
1642954628.590539000	1494	8c:3b:ad:ea:3d:5d	08:6a:c5:56:d1:64	13.225.100.153	192.168.1.102	443	2603											
1642954628.590539000	1494	8c:3b:ad:ea:3d:5d	08:6a:c5:56:d1:64	13.225.100.153	192.168.1.102	443	2603											
1642954628.590539000	1494	8c:3b:ad:ea:3d:5d	08:6a:c5:56:d1:64	13.225.100.153	192.168.1.102	443	2603											
1642954628.590539000	1494	8c:3b:ad:ea:3d:5d	08:6a:c5:56:d1:64	13.225.100.153	192.168.1.102	443	2603											
1642954628.590539000	1494	8c:3b:ad:ea:3d:5d	08:6a:c5:56:d1:64	13.225.100.153	192.168.1.102	443	2603											
1642954628.590539000	1494	8c:3b:ad:ea:3d:5d	08:6a:c5:56:d1:64	13.225.100.153	192.168.1.102	443	2603											
1642954628.590539000	1494	8c:3b:ad:ea:3d:5d	08:6a:c5:56:d1:64	13.225.100.153	192.168.1.102	443	2603											
1642954628.590539000	1494	8c:3b:ad:ea:3d:5d	08:6a:c5:56:d1:64	13.225.100.153	192.168.1.102	443	2603											
1642954628.590539000	1494	8c:3b:ad:ea:3d:5d	08:6a:c5:56:d1:64	13.225.100.153	192.168.1.102	443	2603											
1642954628.590539000	1494	8c:3b:ad:ea:3d:5d	08:6a:c5:56:d1:64	13.225.100.153	192.168.1.102	443	2603											
1642954628.590539000	1494	8c:3b:ad:ea:3d:5d	08:6a:c5:56:d1:64	13.225.100.153	192.168.1.102	443	2603											
1642954628.590539000	1494	8c:3b:ad:ea:3d:5d	08:6a:c5:56:d1:64	13.225.100.153	192.168.1.102	443	2603											
1642954628.590539000	1494	8c:3b:ad:ea:3d:5d	08:6a:c5:56:d1:64	13.225.100.153	192.168.1.102	443	2603											
1642954628.590539000	1494	8c:3b:ad:ea:3d:5d	08:6a:c5:56:d1:64	13.225.100.153	192.168.1.102	443	2603											
1642954628.590539000	1494	8c:3b:ad:ea:3d:5d	08:6a:c5:56:d1:64	13.225.100.153	192.168.1.102	443	2603											
1642954628.590539000	1494	8c:3b:ad:ea:3d:5d	08:6a:c5:56:d1:64	13.225.100.153	192.168.1.102	443	2603											
1642954628.590539000	1494	8c:3b:ad:ea:3d:5d	08:6a:c5:56:d1:64	13.225.100.153	192.168.1.102	443	2603											
1642954628.590539000	1494	8c:3b:ad:ea:3d:5d	08:6a:c5:56:d1:64	13.225.100.153	192.168.1.102	443	2603											
1642954628.590539000	1494	8c:3b:ad:ea:3d:5d	08:6a:c5:56:d1:64	13.225.100.153	192.168.1.102	443	2603											
1642954628.590539000	1494	8c:3b:ad:ea:3d:5d	08:6a:c5:56:d1:64	13.225.100.153	192.168.1.102	443	2603											
1642954628.590539000	1494	8c:3b:ad:ea:3d:5d	08:6a:c5:56:d1:64	13.225.100.153	192.168.1.102	443	2603											
1642954628.590539000	1494	8c:3b:ad:ea:3d:5d	08:6a:c5:56:d1:64	13.225.100.153	192.168.1.102	443	2603											
1642954628.590539000	1494	8c:3b:ad:ea:3d:5d	08:6a:c5:56:d1:64	13.225.100.153	192.168.1.102	443	2603											
1642954628.590539000	1494	8c:3b:ad:ea:3d:5d	08:6a:c5:56:d1:64	13.225.100.153	192.168.1.102	443	2603											
1642954628.590539000	1494	8c:3b:ad:ea:3d:5d	08:6a:c5:56:d1:64	13.225.100.153	192.168.1.102	443	2603											
1642954628.590539000	1494	8c:3b:ad:ea:3d:5d	08:6a:c5:56:d1:64	13.225.100.153	192.168.1.102	443	2603											
1642954628.590539000	1494	8c:3b:ad:ea:3d:5d	08:6a:c5:56:d1:64	13.225.100.153	192.168.1.102	443	2603											
1642954628.590539000	1494	8c:3b:ad:ea:3d:5d	08:6a:c5:56:d1:64	13.225.100.153	192.168.1.102	443	2603											
1642954628.590539000	1494	8c:3b:ad:ea:3d:5d	08:6a:c5:56:d1:64	13.225.100.153	192.168.1.102	443	2603											
1642954628.590720000	54	08:6a:c5:56:d1:64	8c:3b:ad:ea:3d:5d	192.168.1.102	13.225.100.153	2603	443											
1642954628.592913000	1494	8c:3b:ad:ea:3d:5d	08:6a:c5:56:d1:64	13.225.100.153	192.168.1.102	443	2603											
1642954628.592913000	1494	8c:3b:ad:ea:3d:5d	08:6a:c5:56:d1:64	13.225.100.153	192.168.1.102	443	2603											
1642954628.592913000	1494	8c:3b:ad:ea:3d:5d	08:6a:c5:56:d1:64	13.225.100.153	192.168.1.102	443	2603											
1642954628.592913000	1494	8c:3b:ad:ea:3d:5d	08:6a:c5:56:d1:64	13.225.100.153	192.168.1.102	443	2603											
1642954628.592913000	1494	8c:3b:ad:ea:3d:5d	08:6a:c5:56:d1:64	13.225.100.153	192.168.1.102	443	2603											
1642954628.592913000	1494	8c:3b:ad:ea:3d:5d	08:6a:c5:56:d1:64	13.225.100.153	192.168.1.102	443	2603											
1642954628.592913000	1494	8c:3b:ad:ea:3d:5d	08:6a:c5:56:d1:64	13.225.100.153	192.168.1.102	443	2603											
1642954628.592913000	1494	8c:3b:ad:ea:3d:5d	08:6a:c5:56:d1:64	13.225.100.153	192.168.1.102	443	2603											
1642954628.592913000	1494	8c:3b:ad:ea:3d:5d	08:6a:c5:56:d1:64	13.225.100.153	192.168.1.102	443	2603											
1642954628.592913000	1494	8c:3b:ad:ea:3d:5d	08:6a:c5:56:d1:64	13.225.100.153	192.168.1.102	443	2603											
1642954628.592913000	1494	8c:3b:ad:ea:3d:5d	08:6a:c5:56:d1:64	13.225.100.153	192.168.1.102	443	2603											
1642954628.592913000	1494	8c:3b:ad:ea:3d:5d	08:6a:c5:56:d1:64	13.225.100.153	192.168.1.102	443	2603											
1642954628.592913000	1494	8c:3b:ad:ea:3d:5d	08:6a:c5:56:d1:64	13.225.100.153	192.168.1.102	443	2603											
1642954628.592913000	1494	8c:3b:ad:ea:3d:5d	08:6a:c5:56:d1:64	13.225.100.153	192.168.1.102	443	2603											
1642954628.592913000	1494	8c:3b:ad:ea:3d:5d	08:6a:c5:56:d1:64	13.225.100.153	192.168.1.102	443	2603											
1642954628.592913000	1494	8c:3b:ad:ea:3d:5d	08:6a:c5:56:d1:64	13.225.100.153	192.168.1.102	443	2603											
1642954628.592913000	1494	8c:3b:ad:ea:3d:5d	08:6a:c5:56:d1:64	13.225.100.153	192.168.1.102	443	2603											
1642954628.592913000	1494	8c:3b:ad:ea:3d:5d	08:6a:c5:56:d1:64	13.225.100.153	192.168.1.102	443	2603											
1642954628.592913000	1494	8c:3b:ad:ea:3d:5d	08:6a:c5:56:d1:64	13.225.100.153	192.168.1.102	443	2603											
1642954628.592913000	1494	8c:3b:ad:ea:3d:5d	08:6a:c5:56:d1:64	13.225.100.153	192.168.1.102	443	2603											
1642954628.592913000	1494	8c:3b:ad:ea:3d:5d	08:6a:c5:56:d1:64	13.225.100.153	192.168.1.102	443	2603											
1642954628.592913000	1494	8c:3b:ad:ea:3d:5d	08:6a:c5:56:d1:64	13.225.100.153	192.168.1.102	443	2603											
1642954628.592913000	1494	8c:3b:ad:ea:3d:5d	08:6a:c5:56:d1:64	13.225.100.153	192.168.1.102	443	2603											
1642954628.592913000	1494	8c:3b:ad:ea:3d:5d	08:6a:c5:56:d1:64	13.225.100.153	192.168.1.102	443	2603											
1642954628.592913000	1494	8c:3b:ad:ea:3d:5d	08:6a:c5:56:d1:64	13.225.100.153	192.168.1.102	443	2603											
1642954628.592913000	1494	8c:3b:ad:ea:3d:5d	08:6a:c5:56:d1:64	13.225.100.153	192.168.1.102	443	2603											
1642954628.592913000	1494	8c:3b:ad:ea:3d:5d	08:6a:c5:56:d1:64	13.225.100.153	192.168.1.102	443	2603											
1642954628.592913000	1494	8c:3b:ad:ea:3d:5d	08:6a:c5:56:d1:64	13.225.100.153	192.168.1.102	443	2603											
1642954628.592913000	1494	8c:3b:ad:ea:3d:5d	08:6a:c5:56:d1:64	13.225.100.153	192.168.1.102	443	2603											
1642954628.592913000	1494	8c:3b:ad:ea:3d:5d	08:6a:c5:56:d1:64	13.225.100.153	192.168.1.102	443	2603											
1642954628.592913000	1494	8c:3b:ad:ea:3d:5d	08:6a:c5:56:d1:64	13.225.100.153	192.168.1.102	443	2603											
1642954628.592913000	1494	8c:3b:ad:ea:3d:5d	08:6a:c5:56:d1:64	13.225.100.153	192.168.1.102	443	2603											
1642954628.593081000	54	08:6a:c5:56:d1:64	8c:3b:ad:ea:3d:5d	192.168.1.102	13.225.100.153	2603	443											
1642954628.593133000	1494	8c:3b:ad:ea:3d:5d	08:6a:c5:56:d1:64	13.225.100.153	192.168.1.102	443	2603											
1642954628.593133000	1494	8c:3b:ad:ea:3d:5d	08:6a:c5:56:d1:64	13.225.100.153	192.168.1.102	443	2603											
1642954628.593133000	1494	8c:3b:ad:ea:3d:5d	08:6a:c5:56:d1:64	13.225.100.153	192.168.1.102	443	2603											
1642954628.593133000	1494	8c:3b:ad:ea:3d:5d	08:6a:c5:56:d1:64	13.225.100.153	192.168.1.102	443	2603											
1642954628.593133000	1494	8c:3b:ad:ea:3d:5d	08:6a:c5:56:d1:64	13.225.100.153	192.168.1.102	443	2603											
1642954628.593133000	1494	8c:3b:ad:ea:3d:5d	08:6a:c5:56:d1:64	13.225.100.153	192.168.1.102	443	2603											
1642954628.593133000	1494	8c:3b:ad:ea:3d:5d	08:6a:c5:56:d1:64	13.225.100.153	192.168.1.102	443	2603											
1642954628.593133000	1494	8c:3b:ad:ea:3d:5d	08:6a:c5:56:d1:64	13.225.100.153	192.168.1.102	443	2603											
1642954628.593133000	1494	8c:3b:ad:ea:3d:5d	08:6a:c5:56:d1:64	13.225.100.153	192.168.1.102	443	2603											
1642954628.593133000	1494	8c:3b:ad:ea:3d:5d	08:6a:c5:56:d1:64	13.225.100.153	192.168.1.102	443	2603											
1642954628.593133000	1494	8c:3b:ad:ea:3d:5d	08:6a:c5:56:d1:64	13.225.100.153	192.168.1.102	443	2603											
1642954628.593133000	1494	8c:3b:ad:ea:3d:5d	08:6a:c5:56:d1:64	13.225.100.153	192.168.1.102	443	2603											
1642954628.593133000	1494	8c:3b:ad:ea:3d:5d	08:6a:c5:56:d1:64	13.225.100.153	192.168.1.102	443	2603											
1642954628.593133000	1494	8c:3b:ad:ea:3d:5d	08:6a:c5:56:d1:64	13.225.100.153	192.168.1.102	443	2603											
1642954628.593133000	1494	8c:3b:ad:ea:3d:5d	08:6a:c5:56:d1:64	13.225.100.153	192.168.1.102	443	2603											
1642954628.593133000	1494	8c:3b:ad:ea:3d:5d	08:6a:c5:56:d1:64	13.225.100.153	192.168.1.102	443	2603											
1642954628.593133000	1494	8c:3b:ad:ea:3d:5d	08:6a:c5:56:d1:64	13.225.100.153	192.168.1.102	443	2603											
1642954628.593133000	1494	8c:3b:ad:ea:3d:5d	08:6a:c5:56:d1:64	13.225.100.153	192.168.1.102	443	2603											
1642954628.593133000	1494	8c:3b:ad:ea:3d:5d	08:6a:c5:56:d1:64	13.225.100.153	192.168.1.102	443	2603											
1642954628.593133000	1494	8c:3b:ad:ea:3d:5d	08:6a:c5:56:d1:64	13.225.100.153	192.168.1.102	443	2603											
1642954628.593133000	1494	8c:3b:ad:ea:3d:5d	08:6a:c5:56:d1:64	13.225.100.153	192.168.1.102	443	2603											
1642954628.593133000	1494	8c:3b:ad:ea:3d:5d	08:6a:c5:56:d1:64	13.225.100.153	192.168.1.102	443	2603											
1642954628.593133000	1494	8c:3b:ad:ea:3d:5d	08:6a:c5:56:d1:64	13.225.100.153	192.168.1.102	443	2603											
1642954628.593133000	1494	8c:3b:ad:ea:3d:5d	08:6a:c5:56:d1:64	13.225.100.153	192.168.1.102	443	2603											
1642954628.593133000	1494	8c:3b:ad:ea:3d:5d	08:6a:c5:56:d1:64	13.225.100.153	192.168.1.102	443	2603											
1642954628.593133000	1494	8c:3b:ad:ea:3d:5d	08:6a:c5:56:d1:64	13.225.100.153	192.168.1.102	443	2603											
1642954628.593133000	1494	8c:3b:ad:ea:3d:5d	08:6a:c5:56:d1:64	13.225.100.153	192.168.1.102	443	2603											
1642954628.593133000	1494	8c:3b:ad:ea:3d:5d	08:6a:c5:56:d1:64	13.225.100.153	192.168.1.102	443	2603											
1642954628.593133000	1494	8c:3b:ad:ea:3d:5d	08:6a:c5:56:d1:64	13.225.100.153	192.168.1.102	443	2603											
1642954628.593133000	1494	8c:3b:ad:ea:3d:5d	08:6a:c5:56:d1:64	13.225.100.153	192.168.1.102	443	2603											
1642954628.593133000	1494	8c:3b:ad:ea:3d:5d	08:6a:c5:56:d1:64	13.225.100.153	192.168.1.102	443	2603											
1642954628.593133000	1494	8c:3b:ad:ea:3d:5d	08:6a:c5:56:d1:64	13.225.100.153	192.168.1.102	443	2603											
1642954628.593289000	54	08:6a:c5:56:d1:64	8c:3b:ad:ea:3d:5d	192.168.1.102	13.225.100.153	2603	443											
1642954628.595127000	1494	8c:3b:ad:ea:3d:5d	08:6a:c5:56:d1:64	13.225.100.153	192.168.1.102	443	2603											
1642954628.595127000	1494	8c:3b:ad:ea:3d:5d	08:6a:c5:56:d1:64	13.225.100.153	192.168.1.102	443	2603											
1642954628.595127000	1494	8c:3b:ad:ea:3d:5d	08:6a:c5:56:d1:64	13.225.100.153	192.168.1.102	443	2603											
1642954628.595127000	1494	8c:3b:ad:ea:3d:5d	08:6a:c5:56:d1:64	13.225.100.153	192.168.1.102	443	2603											
1642954628.595127000	1494	8c:3b:ad:ea:3d:5d	08:6a:c5:56:d1:64	13.225.100.153	192.168.1.102	443	2603											
1642954628.595127000	1494	8c:3b:ad:ea:3d:5d	08:6a:c5:56:d1:64	13.225.100.153	192.168.1.102	443	2603											
1642954628.595127000	1494	8c:3b:ad:ea:3d:5d	08:6a:c5:56:d1:64	13.225.100.153	192.168.1.102	443	2603											
1642954628.595127000	1494	8c:3b:ad:ea:3d:5d	08:6a:c5:56:d1:64	13.225.100.153	192.168.1.102	443	2603											
1642954628.595127000	1494	8c:3b:ad:ea:3d:5d	08:6a:c5:56:d1:64	13.225.100.153	192.168.1.102	443	2603											
1642954628.595127000	1494	8c:3b:ad:ea:3d:5d	08:6a:c5:56:d1:64	13.225.100.153	192.168.1.102	443	2603											
1642954628.595127000	1494	8c:3b:ad:ea:3d:5d	08:6a:c5:56:d1:64	13.225.100.153	192.168.1.102	443	2603											
1642954628.595127000	1494	8c:3b:ad:ea:3d:5d	08:6a:c5:56:d1:64	13.225.100.153	192.168.1.102	443	2603											
1642954628.595127000	1494	8c:3b:ad:ea:3d:5d	08:6a:c5:56:d1:64	13.225.100.153	192.168.1.102	443	2603											
1642954628.595127000	1494	8c:3b:ad:ea:3d:5d	08:6a:c5:56:d1:64	13.225.100.153	192.168.1.102	443	2603											
1642954628.595127000	1494	8c:3b:ad:ea:3d:5d	08:6a:c5:56:d1:64	13.225.100.153	192.168.1.102	443	2603											
1642954628.595127000	1494	8c:3b:ad:ea:3d:5d	08:6a:c5:56:d1:64	13.225.100.153	192.168.1.102	443	2603											
1642954628.595127000	1494	8c:3b:ad:ea:3d:5d	08:6a:c5:56:d1:64	13.225.100.153	192.168.1.102	443	2603											
1642954628.595127000	1494	8c:3b:ad:ea:3d:5d	08:6a:c5:56:d1:64	13.225.100.153	192.168.1.102	443	2603											
1642954628.595127000	1494	8c:3b:ad:ea:3d:5d	08:6a:c5:56:d1:64	13.225.100.153	192.168.1.102	443	2603											
1642954628.595127000	530	8c:3b:ad:ea:3d:5d	08:6a:c5:56:d1:64	13.225.100.153	192.168.1.102	443	2603											
1642954628.595127000	1494	8c:3b:ad:ea:3d:5d	08:6a:c5:56:d1:64	13.225.100.153	192.168.1.102	443	2603											
1642954628.595127000	1494	8c:3b:ad:ea:3d:5d	08:6a:c5:56:d1:64	13.225.100.153	192.168.1.102	443	2603											
1642954628.595127000	1494	8c:3b:ad:ea:3d:5d	08:6a:c5:56:d1:64	13.225.100.153	192.168.1.102	443	2603											
1642954628.595127000	1494	8c:3b:ad:ea:3d:5d	08:6a:c5:56:d1:64	13.225.100.153	192.168.1.102	443	2603											
